Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0824,0.1594,0.0770,51.68
1,0.0795,0.1594,0.0799,49.87
2,0.0808,0.1564,0.0755,51.69
3,0.0523,0.1552,0.1029,33.68
4,0.0535,0.1551,0.1017,34.46
