Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0526,0.1351,0.0825,38.91
1,0.0865,0.1411,0.0546,61.29
2,0.0805,0.1449,0.0644,55.57
3,0.0544,0.1354,0.0809,40.22
4,0.0781,0.1395,0.0615,55.95
