Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,8.3273,24.6957,16.3683,33.72
1,8.1673,24.6908,16.5235,33.08
2,7.6414,24.6908,17.0494,30.95
3,7.3784,24.6961,17.3176,29.88
