Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,6.9844,23.2830,16.2986,30.00
1,7.0565,23.2828,16.2263,30.31
2,7.3069,23.2829,15.9760,31.38
3,7.0140,23.2829,16.2689,30.12
