Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0470,0.1190,0.0720,39.46
1,0.0483,0.1194,0.0711,40.42
2,0.0477,0.1197,0.0720,39.85
3,0.0459,0.1190,0.0731,38.61
