Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0578,0.1262,0.0684,45.81
1,0.0531,0.1253,0.0722,42.35
2,0.0601,0.1261,0.0660,47.70
3,0.0643,0.1261,0.0618,51.01
4,0.0489,0.1260,0.0772,38.77
