Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0941,0.2120,0.1179,44.40
1,0.0615,0.2078,0.1462,29.61
2,0.0915,0.2133,0.1218,42.88
3,0.0921,0.2133,0.1212,43.19
4,0.0648,0.2078,0.1429,31.21
