Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,3.1550,3.7032,0.5482,85.20
1,3.1813,3.7096,0.5283,85.76
2,3.1603,3.7012,0.5409,85.39
3,3.1722,3.7034,0.5312,85.66
4,3.1688,3.7095,0.5407,85.42
