Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,8.8886,9.6844,0.7957,91.78
1,8.8922,9.6952,0.8030,91.72
2,8.8894,9.6861,0.7966,91.78
3,8.8841,9.6841,0.8000,91.74
4,8.9086,9.6949,0.7863,91.89
