Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.1631,1.9139,0.7508,60.77
1,1.2301,1.9298,0.6997,63.74
2,1.2536,1.9260,0.6724,65.09
3,1.3048,1.9144,0.6096,68.16
4,1.2554,1.9299,0.6744,65.05
5,1.2534,1.9299,0.6765,64.94
