Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.1042,2.3097,1.2055,47.81
1,0.8376,2.2790,1.4414,36.75
2,0.8731,2.2835,1.4104,38.23
3,1.0894,2.3085,1.2191,47.19
4,0.9725,2.3118,1.3393,42.07
5,0.9970,2.3095,1.3124,43.17
