Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.9672,2.1652,1.1980,44.67
1,0.8512,2.1649,1.3137,39.32
2,0.8574,2.1652,1.3079,39.60
3,0.9570,2.1647,1.2076,44.21
4,0.8301,2.1651,1.3349,38.34
5,0.8621,2.1650,1.3029,39.82
