Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,8.6579,9.4551,0.7972,91.57
1,8.6159,9.4550,0.8392,91.12
2,8.6154,9.4549,0.8395,91.12
3,8.6144,9.4537,0.8393,91.12
