Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,7.9629,8.8175,0.8545,90.31
1,7.9683,8.8174,0.8491,90.37
2,8.0238,8.8153,0.7915,91.02
3,7.9713,8.8175,0.8462,90.40
