Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,20.5743,21.7948,1.2205,94.40
1,20.5982,21.7947,1.1966,94.51
2,20.6026,21.7946,1.1920,94.53
3,20.6425,21.7947,1.1522,94.71
