Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,7.0264,17.7374,10.7111,39.61
1,5.8882,17.7356,11.8474,33.20
2,5.8420,17.7313,11.8893,32.95
3,6.8965,17.7313,10.8349,38.89
4,5.8519,17.7314,11.8796,33.00
5,5.8063,17.7312,11.9249,32.75
