Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,7.7110,18.9983,11.2873,40.59
1,6.1822,18.9574,12.7751,32.61
2,6.3637,18.9986,12.6350,33.50
3,7.6857,19.0047,11.3190,40.44
4,6.7407,18.9984,12.2577,35.48
5,6.2771,19.0012,12.7240,33.04
