Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,7.0257,18.0399,11.0142,38.95
1,6.2197,18.0468,11.8271,34.46
2,5.7869,18.0464,12.2596,32.07
3,7.1496,18.0464,10.8968,39.62
4,6.1762,18.0464,11.8702,34.22
5,6.1728,18.0396,11.8668,34.22
