Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.7603,2.3724,1.6122,32.05
1,0.6589,2.3567,1.6978,27.96
2,0.7629,2.3717,1.6088,32.17
3,0.9748,2.3561,1.3814,41.37
4,0.6493,2.3565,1.7073,27.55
5,0.7218,2.3565,1.6347,30.63
