Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.3356,3.2681,1.9325,40.87
1,1.1853,3.2595,2.0742,36.36
2,1.2021,3.2602,2.0581,36.87
3,1.5001,3.2584,1.7583,46.04
4,1.2060,3.2548,2.0489,37.05
5,1.2094,3.2538,2.0444,37.17
