Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,2.2365,4.6627,2.4262,47.97
1,2.1514,4.6790,2.5276,45.98
2,2.1320,4.6654,2.5334,45.70
3,2.4498,4.6624,2.2126,52.54
4,2.1280,4.6790,2.5510,45.48
5,2.1418,4.6649,2.5231,45.91
