Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.5850,1.9376,1.3526,30.19
1,0.5166,1.9375,1.4208,26.67
2,0.5290,1.9380,1.4091,27.29
3,0.6243,1.9331,1.3089,32.29
4,0.5435,1.9380,1.3945,28.04
5,0.6845,1.9332,1.2487,35.41
