Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.1541,2.3757,1.2216,48.58
1,1.1592,2.3812,1.2220,48.68
2,1.1649,2.3678,1.2029,49.20
3,1.1125,2.3682,1.2557,46.98
4,1.1136,2.3676,1.2540,47.03
5,1.1102,2.3678,1.2576,46.89
