Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,11.6836,14.5194,2.8358,80.47
1,11.7142,14.5191,2.8049,80.68
2,11.7245,14.5192,2.7947,80.75
3,11.7071,14.5191,2.8120,80.63
