Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,17.2758,20.6425,3.3667,83.69
1,17.3419,20.6515,3.3096,83.97
2,17.3262,20.6518,3.3256,83.90
3,17.2467,20.6419,3.3951,83.55
